0,77,1481,449,1001,1071,202,672,1444,1574,1878,1240
0,77,1481,449,1001,1071,202,909,1371,1547,1272,1911
0,77,1481,449,1001,1071,202,1399,878,1547,1272,1911
0,77,1481,449,1001,1071,240,1545,1872,1335,1444,831
0,77,1481,449,1001,1071,1361,801,1635,340,1912,1309
0,77,1481,614,1692,1071,497,1444,202,1051,1878,1240
0,77,1481,614,1692,1071,497,1444,1009,1906,1303,216
0,77,1481,926,817,1706,559,1424,307,1906,1309,1093
0,77,1481,926,1823,531,1444,1071,1767,152,719,1335
0,77,1481,926,1823,1293,1071,788,216,369,1608,1444
0,77,1481,926,1823,1293,1071,1767,442,1402,688,118
0,77,1481,1313,524,1419,1053,1901,859,1206,1542,154
0,77,1484,254,547,971,1734,1440,1844,883,1337,1074
0,77,1484,382,864,1888,1039,1734,1440,1334,154,1130
0,77,1484,382,1041,1522,844,1404,1095,1842,1267,105
0,77,1484,382,1041,1522,1092,1868,218,1470,1261,879
0,77,1484,382,1041,1522,1444,1868,642,216,1201,1261
0,77,1484,382,1074,1032,1261,1406,111,1612,1880,916
0,77,1484,382,1074,1032,1261,1910,175,1546,1478,916
0,77,1484,382,1074,1032,1767,1464,1842,154,1303,916
0,77,1484,382,1074,1032,1767,1464,1842,218,683,1337
0,77,1484,382,1074,1888,1009,337,1406,1612,844,1271
0,77,1484,382,1074,1888,1009,337,1406,1612,922,1337
0,77,1484,382,1427,1053,1522,1833,1261,1201,216,649
0,77,1484,691,1699,998,1895,1361,1240,149,1123,445
0,77,1484,925,1074,227,587,1734,1440,1844,1337,883
0,77,1484,925,1074,1786,1224,240,1545,472,1444,716
0,77,1484,925,1427,1072,1819,544,1574,1268,246,765
0,77,1484,925,1427,1072,1819,1305,1613,369,246,796
0,77,1484,925,1427,1072,1819,1305,1613,369,277,840
0,77,1484,925,1699,1072,258,1229,1471,1807,379,763
0,77,1484,925,1699,1895,813,1361,1240,149,1123,445
0,77,1484,1176,547,136,971,1734,1440,1844,1337,883
0,77,1484,1176,547,864,1229,971,1800,1444,1542,216
0,77,1484,1176,1682,559,1427,274,878,990,1837,1306
0,77,1484,1176,1682,559,1427,274,1053,688,1837,1306
0,77,1484,1246,964,777,1699,1807,379,1471,1207,277
0,77,1484,1816,547,864,1039,1734,1440,1334,154,1130
0,77,1484,1816,547,1074,1009,337,1406,1612,844,1271
0,77,1484,1816,547,1074,1009,337,1406,1612,922,1337
0,77,1488,547,614,1421,1673,1076,949,154,1272,1911
0,77,1488,1099,484,964,1732,1444,1901,682,1241,277
0,77,1488,1099,772,964,1331,445,1438,175,1740,1843
0,77,1488,1099,772,964,1706,1398,440,154,1267,1842
0,77,1488,1099,772,964,1706,1398,1912,1309,573,277
0,77,1488,1099,772,964,1706,1834,1309,410,174,1406
0,77,1488,1099,772,964,1706,1834,1309,410,277,1402
0,77,1488,1099,1751,531,964,1444,1901,682,1241,277
0,77,1488,1550,1180,599,216,1823,1293,947,1376,644
0,77,1488,1550,1180,599,216,1823,1293,947,1444,721
0,77,1489,1146,1616,1819,1357,544,145,946,1240,648
0,77,1489,1146,1616,1819,1357,544,145,1267,987,648
0,77,1489,1449,808,964,309,1079,407,1547,1267,1842
0,77,1489,1449,808,964,1160,1599,445,1912,1273,277
0,77,1489,1449,808,1218,1767,987,309,1902,608,1210
0,77,1489,1449,808,1218,1865,1206,439,1547,1046,309
0,77,1489,1449,808,1218,1865,1206,1542,154,431,1053
0,77,1492,1773,617,1312,484,974,1397,1911,154,1130
0,77,1492,1773,652,1280,484,974,1397,1911,154,1130
0,77,1493,1103,1550,1361,1020,1307,326,1828,604,805
0,77,1493,1103,1550,1361,1240,1056,326,1828,604,805
0,77,1494,695,1312,484,974,1463,1773,1911,154,1130
0,77,1495,295,1029,382,1188,859,1444,1574,1878,1240
0,77,1495,895,1550,1250,1188,1361,1020,153,1908,544
0,77,1495,1692,800,379,1471,1207,277,1885,1246,964
0,77,1495,1692,1085,1444,443,277,874,1885,1246,964
0,77,1495,1692,1085,1444,725,157,387,964,1267,1842
0,77,1495,1692,1085,1444,725,1885,1246,964,573,277
0,77,1496,1106,1616,878,1812,1011,1452,559,1236,216
0,77,1499,1389,382,1240,1089,990,1807,333,1519,743
0,77,1499,1389,452,1550,326,1040,1875,1240,1089,688
0,77,1499,1389,1553,93,1035,464,1875,1240,1089,688
0,77,1499,1389,1553,93,1035,631,544,1845,1089,1240
0,77,1499,1389,1553,93,1035,631,1909,445,1089,1240
0,77,1499,1389,1553,93,1035,1158,505,883,1878,1240
0,77,1499,1389,1553,93,1035,1800,505,1240,1089,688
0,77,1499,1389,1583,449,1240,1089,990,1807,333,743
0,77,1500,964,277,1207,379,1305,1835,1449,1559,730
0,77,1500,964,277,1241,1090,1444,531,1751,1855,613
0,77,1500,964,277,1241,1090,1444,531,1823,1550,736
0,77,1500,964,277,1241,1090,1444,1732,484,1855,613
0,77,1500,964,911,216,1090,1444,497,1692,1246,1885
0,77,1500,1767,987,1090,445,871,1250,93,1889,1421
0,77,1502,1092,1243,1035,93,1385,1819,429,1773,880
0,77,1502,1444,103,1519,1246,964,1196,443,1910,712
0,77,1502,1444,1035,1885,382,1196,1578,1240,298,859
0,77,1502,1444,1035,1885,382,1196,1578,1240,329,904
0,77,1502,1444,1035,1885,1246,586,1196,788,1608,216
0,77,1502,1444,1035,1885,1246,1654,1196,534,246,725
0,77,1502,1444,1112,449,1583,1873,1322,940,246,647
0,77,1502,1444,1112,732,317,1819,1289,1020,443,1537
0,77,1502,1444,1112,1519,382,1873,1322,940,246,647
0,77,1502,1444,1112,1519,1246,964,236,443,1910,712
0,77,1502,1444,1319,157,1589,964,1196,443,1910,712
0,77,1502,1444,1319,1616,166,1819,1196,443,1020,634
0,77,1502,1444,1319,1616,194,964,1196,443,1910,712
0,77,1504,1093,169,1805,445,1379,1323,980,1692,654
0,77,1504,1093,519,842,1444,1570,171,1035,1246,1885
0,77,1504,1093,519,842,1444,1570,1005,157,1319,1856
0,77,1504,1093,519,842,1444,1868,1257,1041,1555,157
0,77,1504,1093,519,990,1703,166,730,1449,1331,1807
0,77,1504,1093,519,990,1703,253,1807,1331,1381,660
0,77,1504,1093,519,990,1703,253,1807,1331,1449,737
0,77,1504,1093,519,990,1703,1385,157,1807,1331,660
0,77,1504,1093,519,1309,1706,1805,943,166,1449,730
0,77,1504,1093,519,1309,1706,1805,943,253,1381,660
0,77,1504,1093,519,1309,1706,1805,943,253,1449,737
0,77,1504,1093,519,1309,1706,1805,943,1385,157,660
0,77,1504,1093,519,1743,1444,171,716,1035,1246,1885
0,77,1504,1093,519,1743,1444,1005,716,157,1319,1856
0,77,1504,1093,1389,382,1519,1867,1243,986,333,743
0,77,1504,1093,1389,382,1652,295,1821,1045,1243,684
0,77,1504,1093,1389,382,1885,1035,171,1337,1776,883
0,77,1504,1093,1389,382,1885,1035,171,1636,1243,684
0,77,1504,1093,1389,452,1550,326,1040,1867,1243,684
0,77,1504,1093,1389,1553,93,1035,1329,1805,445,793
0,77,1504,1093,1389,1553,93,1035,1867,464,1243,684
0,77,1504,1093,1389,1553,93,1035,1867,1330,544,804
0,77,1504,1093,1389,1583,449,1867,1243,986,333,743
0,77,1504,1093,1893,1379,972,1684,772,309,1243,537
0,77,1504,1093,1893,1379,1045,1243,684,549,1652,295
0,77,1504,1093,1893,1379,1663,654,1035,1309,505,307
0,77,1505,152,1200,964,727,1616,1351,1319,1795,370
0,77,1505,152,1200,964,727,1616,1855,1364,1319,597
0,77,1505,152,1200,964,1444,537,1692,862,1246,1885
0,77,1505,277,1094,964,727,1616,1351,1319,1795,370
0,77,1505,277,1094,964,727,1616,1855,1364,1319,597
0,77,1505,277,1094,964,1444,537,1692,862,1246,1885
0,77,1506,688,1473,1093,1692,599,967,93,1250,1826
0,77,1506,844,153,1020,1396,519,1246,1885,1659,1190
0,77,1506,844,153,1020,1396,519,1616,1066,1823,1293
0,77,1506,883,505,216,1367,1035,1116,1654,1246,1885
